rental_id,station_zone,member_type,weather,temperature_c,humidity_pct,wind_speed_mps,distance_km,ride_duration_min,bike_age_months,late_return
R0001,공원,일일권,비,1.3336987391362047,0.9417259760447174,1.71164026346072,-0.03874572100272319,,0.5170363928085776,0
R0002,도심,월회원,흐림,0.06868783933351806,0.7840030162957977,0.9928990695556581,-0.5517217352671464,-0.4844537787447966,0.9749336979333314,0
R0003,공원,일일권,맑음,-0.05472785820820757,-0.418634551789712,-1.594569228502564,-0.5257012128044583,-0.4595719108997767,0.7917747758834299,0
R0004,공원,연회원,흐림,0.8863168355474498,0.9614413460133321,-0.8758280345975022,0.4482097707990119,0.19979758699325192,-0.12401983436607768,0
R0005,공원,월회원,맑음,-1.5202892665161982,-1.0758135507435425,-1.7383174672835766,-0.22832381323087966,-0.2149002104237472,1.7991488471578883,0
R0006,주거,월회원,비,0.9171707599328811,1.7960586746846972,2.28663321858477,0.09321550005805233,0.3781176398825616,-0.21559929539102843,1
R0007,도심,월회원,맑음,0.5160697429222729,0.015103587519816254,0.7054025919936338,-0.3026681631242743,-0.306133725855487,0.42545693178362687,0
R0008,대학가,일일권,비,-1.4123005311671886,1.5397588650927028,1.4241437858986956,-0.14096920210614092,-0.24807603421710717,0.24229800973372537,1
R0009,주거,연회원,비,-1.4585814177453353,1.3426051654065536,0.6335284726031272,-0.14468641960081063,0.13344593940653202,0.24229800973372537,0
R0010,대학가,연회원,흐림,0.006979990562654971,0.041390747477969385,-1.2351986315500332,-0.25434433569356774,-0.3932202633130569,,0
R0011,주거,월회원,맑음,-1.6128510396724924,-1.3123979903669212,1.4960179052892015,-0.35656781679698546,-0.16928345270787723,-0.7650760615407329,0
R0012,주거,월회원,흐림,0.30009227222425344,1.874920154559157,-0.9477021539880085,-0.4996806903417702,-0.5342175144348366,-0.21559929539102843,0
R0013,대학가,연회원,맑음,1.3954065879070672,-1.0560981807749272,0.058535517479077905,-0.3454161643129763,-0.4512779549514367,0.42545693178362687,0
R0014,공원,일일권,흐림,0.7783281001984396,-0.37263202186294364,-0.8758280345975022,-0.1799999858001731,-0.032433179560267644,1.0665131589582821,0
R0015,공원,연회원,맑음,0.577777591693136,-0.806370161172472,-0.6602056764259838,-0.27478903191425136,,0.7917747758834299,0
R0016,주거,일일권,맑음,-0.5175367239896783,0.42912635686072975,0.058535517479077905,0.10436715254206147,-0.04902109145694755,-0.5819171394908315,0
R0017,주거,일일권,맑음,-0.039300896015491665,-1.7724232896346024,-0.8758280345975022,-0.04989737348673248,-0.1858713646045573,-0.3071787564159792,0
R0018,주거,연회원,맑음,-1.1808960982764531,-0.4120627618001736,-0.6602056764259838,-0.46808434163707746,-0.4471309769772667,,0
R0019,주거,일일권,맑음,1.0251594952818908,-1.1415314506389256,-0.5883315570354777,10.127844126918998,-0.4844537787447966,0.5170363928085776,1
R0020,공원,월회원,비,-0.3632671020625214,1.8092022546637738,2.1428849798037573,0.01701254141732278,0.22882643281244183,0.05913908768382384,1
R0021,대학가,월회원,맑음,-0.9494916653857178,-0.12290400226048825,-2.0976880642361073,0.14153932748875883,0.021477534103942274,-0.8566555225656838,0
R0022,대학가,연회원,맑음,-0.9649186275784332,-0.6683625713921674,-0.22896096008294675,0.38129985589495663,0.3822646178567315,-0.4903376784658807,0
R0023,대학가,월회원,맑음,0.9017437977401652,,0.058535517479077905,-0.4309121666903801,-0.43883702102892674,-0.6734966005157822,0
R0024,대학가,일일권,맑음,0.6703393648494298,-0.20176548213494763,-0.1570868406924405,0.4686544670196953,0.4486162654434514,0.6086158538335283,0
R0025,도심,연회원,비,-1.1191882495055903,1.6514792949148542,0.2741578756505966,-0.3974572092383525,-0.33930954964884696,0.24229800973372537,0
R0026,주거,월회원,맑음,-0.11643570697907012,0.42912635686072975,-1.953939825455095,-0.07220067845475081,,-1.6808706717902406,0
R0027,도심,일일권,흐림,1.549676209834224,4.81251027988278,-0.5164574376449714,1.0764195273981967,1.1701904329490298,0.5170363928085776,0
R0028,도심,일일권,흐림,1.3182717769434888,1.0205874559191772,-0.1570868406924405,1.2065221397116375,8.390079085978984,-0.21559929539102843,0
R0029,주거,일일권,맑음,-1.5511431909016296,-0.661790781402629,0.20228375626009037,-0.18929302953684748,-0.2522230121912771,-1.0398144446155853,0
R0030,도심,월회원,흐림,0.7783281001984396,0.09396506739427564,-0.013338601911428017,0.18242871993012585,0.08782918169066219,-0.3071787564159792,0
R0031,대학가,일일권,흐림,-6.472344130377936,0.32397771702811634,-0.5883315570354777,-0.06848346096008108,0.038065446000622324,-1.3145528276904375,0
R0032,공원,일일권,흐림,0.3155192344169688,0.7642876463271829,-0.5164574376449714,1.2306840534269905,1.08310389549146,0.24229800973372537,0
R0033,도심,월회원,맑음,-0.4404019130260999,-0.27405517201986906,-0.5883315570354777,-0.32497146809229277,-0.31028070382965706,-0.21559929539102843,0
R0034,도심,월회원,흐림,1.9044963402666857,1.0731617758354834,-0.6602056764259838,-0.2692132056722467,-0.2522230121912771,-1.0398144446155853,0
R0035,공원,연회원,맑음,0.1612496124898119,0.35683666697580785,-0.013338601911428017,-0.501539299089105,-0.4222491091322468,-0.21559929539102843,0
R0036,대학가,연회원,맑음,0.3772270831878319,-0.7209368913084736,-1.091450392769021,-0.6669554776019082,-0.7747422369366961,0.9749336979333314,0
R0037,대학가,월회원,맑음,0.5314967051149888,-1.3386851503250747,-0.22896096008294675,-0.04803876473939765,-0.0821969152503075,-0.9482349835906345,0
R0038,주거,월회원,맑음,-0.5946715349532568,-0.9312341709736996,0.6335284726031272,0.3032382885068923,0.2454143447091219,-1.497711749740339,0
R0039,도심,일일권,맑음,-0.3632671020625214,-0.32662949193617535,1.1366473083366706,-0.3918813829963479,-0.32686861572633696,-0.12401983436607768,0
R0040,공원,월회원,맑음,0.3155192344169688,3.682162401682191,0.20228375626009037,0.23632837360283698,0.07124126979398214,0.1507185487087746,0
R0041,대학가,일일권,맑음,-0.023873933822776302,0.5079878367351897,-0.22896096008294675,0.061619151353359616,0.03391846802645228,1.9823077692077897,0
R0042,주거,월회원,맑음,0.13039568810438062,-1.115244290680772,-1.1633245121595268,-0.3398403380709716,-0.5134826245639865,,0
R0043,주거,월회원,맑음,-0.5175367239896783,-0.6420754114340143,-1.4508209897215516,0.9964993512627974,0.7845214813512208,-0.8566555225656838,0
R0044,주거,월회원,맑음,-0.4095479886406686,0.16625475727919756,0.20228375626009037,-0.23575824822021915,-0.21075323244957717,0.42545693178362687,0
R0045,도심,월회원,흐림,-1.9213902835268062,0.32397771702811634,-0.300835079473453,-0.3677194692809947,-0.1983122985270673,-1.58929121076529,0
R0046,주거,일일권,흐림,-1.0574804007347276,0.015103587519816254,0.13040963686958415,-0.16513111582149415,-0.01999224563775764,0.6086158538335283,0
R0047,주거,일일권,흐림,1.6268110207978026,0.5671339466410338,0.13040963686958415,-0.557297561509151,-0.5134826245639865,2.4402050743325434,0
R0048,주거,월회원,맑음,0.7320472136202929,,1.4241437858986956,-0.4104674704696966,-0.09878482714698741,,0
R0049,도심,월회원,맑음,-0.5021097617969624,-0.4514935017374035,-0.22896096008294675,0.07277080383736875,0.03391846802645228,0.8833542369083807,0
R0050,도심,연회원,,-0.05472785820820757,-0.5369267716014013,-1.6664433478930702,-0.12610033212746197,-0.09049087119864746,-1.2229733666654867,0
R0051,도심,일일권,맑음,1.1022943062454693,-0.6420754114340143,0.7054025919936338,-0.585176692719174,-0.4222491091322468,-0.5819171394908315,0
R0052,주거,월회원,흐림,-0.5175367239896783,-0.5829293015281696,0.7054025919936338,-0.19486885577885205,-0.4429839990030967,1.0665131589582821,0
R0053,대학가,월회원,흐림,0.5314967051149888,0.8234337562330281,-0.4445833182544651,-0.3026681631242743,-0.272957902062127,-1.7724501328151914,0
R0054,도심,연회원,흐림,0.7320472136202929,,-0.803953915206996,-0.4866704291104261,-0.6088631179698963,0.42545693178362687,0
R0055,도심,월회원,맑음,-0.39412102644795266,-0.33320128192571374,1.0647731889461647,-0.4476396454163939,-0.5217765805123266,1.0665131589582821,0
R0056,주거,월회원,흐림,-1.0111995141565804,1.1388796757308666,2.717877934927807,0.16384263245677724,0.2620022566058018,0.7001953148584792,0
R0057,공원,월회원,비,-2.8624349772824633,1.730340774789314,1.352269666508189,-0.4290535579430453,-0.4015142192613968,-1.3145528276904375,0
R0058,대학가,일일권,비,-0.05472785820820757,0.12025222735242923,-0.1570868406924405,0.2567730698235206,0.27029621255414177,-0.7650760615407329,0
R0059,주거,월회원,맑음,-0.30155925329165884,-1.0758135507435425,-2.1695621836266135,-0.4271949491957104,-0.3558974615455269,0.1507185487087746,0
R0060,주거,월회원,맑음,0.43893493195869443,-1.608128539896145,-0.803953915206996,-0.5480045177724767,-0.5549524043056865,-0.5819171394908315,0
R0061,주거,월회원,맑음,0.1766765746825278,-0.4514935017374035,-0.9477021539880085,-0.2190307694942053,-0.35175048357135696,-0.4903376784658807,0
R0062,도심,일일권,맑음,0.8400359489693027,-0.0506143123755668,-1.953939825455095,0.515119685703067,0.4776451112626415,-0.39875821744092993,0
R0063,대학가,월회원,맑음,1.7965076049176754,-0.5697857215490928,-1.7383174672835766,-0.46808434163707746,-0.32272163775216695,-0.4903376784658807,0
R0064,대학가,일일권,흐림,0.9480246843183123,0.6394236365259557,-1.1633245121595268,-0.5349942565411326,7.589712336964176,1.3412515420331343,0
R0065,도심,월회원,흐림,-1.2271769848546001,0.3502648769862699,0.7772767113841397,-0.3528505993023157,-0.028286201586097594,0.6086158538335283,0
R0066,주거,일일권,맑음,1.580530134219656,-1.6607028598124516,-1.0195762733785145,-0.31381981560828354,-0.17343043068204728,-0.4903376784658807,0
R0067,주거,월회원,흐림,-1.1654691360837373,-0.0571861023651052,-0.4445833182544651,-0.45879129790040307,-0.4015142192613968,-0.5819171394908315,0
R0068,공원,일일권,맑음,-0.3632671020625214,-0.24119622207217756,-1.091450392769021,-0.31939564185028807,-0.314427681803827,0.24229800973372537,0
R0069,주거,연회원,맑음,0.3463731588024006,-0.49092424167463294,-1.7383174672835766,0.004002280185978661,0.05465335789730223,0.05913908768382384,0
